Name;240325_PdSC04tol_6K_0dB_wide

Recipe
Accumulations;1;Number of accumulations
RetryCount;0;Number of retries on error
AbortOnError;True;Abort on error
EnableQFactorMeasurement;True;Enable/Disable q-Factor measurement
EnableFirstHarmonic;False;Enable/Disable first harmonic measurement
EnableMeasurementCoupling;False;Enable coupling while measurement
Bfrom;250;B from
Bto;450;B to
SweepTime;120;Sweep time
Modulation;1;Modulation
ModulationFreq;100;Modulation
BHoldEnabled;False;B hold enabled
BHold;0;B hold
MicrowavePower;100;Microwave power
ManualTuning;False;Keep tuning after measurement
MarkerEnabled;False;
MarkerStartField;0;
MarkerEndField;0;
KineticMode;FieldSweep;
KineticSamples;2;
KineticSamplingTime;0;
KineticTotalTransientTime;10;
KineticTimeResolution;0.001;
KineticPrematureCouplingTime;10;
KineticEnablePrematureCoupling;False;
TempFrom;5;
TempUseSlope;False;
TempTo;5;
TempdT;1;
TempSetupTime;0;
GonFrom;0;
GonTo;0;
GonSteps;1;
OxygenContentFrom;0;
OxygenContentTo;0;
OxygenSeriesStepWidth;1;
OxygenSeriesSetupTime;0;
OxygenSeriesPressure;0;
OxygenSeriesUseSlope;False;
XRayEnabled;False;
XRayTime;3;
XRayVoltage;35;
XRayCurrent;0;
UVEnabled;False;
UVIntensity;0;
UVTime;0;
UVLeadTime;0;
UVWavelength;0;
PowSweepFrom;1;
PowSweepTo;5;
PowSweepSteps;5;
PowSweepFullRange;False;
AmpModSweepFrom;0;
AmpModSweepTo;1;
AmpModSweepSteps;10;
ExtTriggerEnabled;False;
ExtTrigLeadTime;0;
ExtTrigOnTime;5;
MotorizedStandardEnabled;False;
UseSpecialFilter;False;
SpecialFilterType;;
SpecialFilterParameter;0;

Additional
AmbientHumidity;0
AmbientTemperature1;0
AmbientTemperature2;0
Angle;0
Concentration;0
ConcentrationUnit;
DeviceName;MS-5000 [11-0105]
FilterParameter;0.04
FilterType;DIGRC
Frequency;9.43787240080213
MarkerAmplitude;
MarkerPosition;
NonMarkerAmplitude;19644.4652465232
PhaseAngle;5
QFactor;2580.9931640625
NL;1237.17161817879
Temperature;20.1337375640869
Timestamp;03/25/2024 09:30:00

Meas
BField (mT);MW_Absorption
250.0;-2433.9266959718398
250.04884004884;-2422.38751550165
250.09768009768;-2404.7367003687
250.14652014652;-2402.14019459762
250.19536019536;-2385.50249002631
250.2442002442;-2393.95202957179
250.29304029304;-2388.71637993517
250.34188034188;-2404.7813674590398
250.39072039072;-2420.68857105061
250.43956043956;-2422.6507044248
250.4884004884;-2394.4434210809104
250.537240537241;-2382.27635867026
250.586080586081;-2363.4136070640902
250.634920634921;-2374.15551122463
250.683760683761;-2389.7767200868702
250.732600732601;-2422.76051103187
250.781440781441;-2404.8614894191505
250.830280830281;-2407.70428826045
250.879120879121;-2424.25762894526
250.927960927961;-2405.33333708422
250.976800976801;-2379.1250580816495
251.025641025641;-2392.87076707879
251.074481074481;-2402.34122758095
251.123321123321;-2411.20207182644
251.172161172161;-2400.75477690595
251.221001221001;-2373.51672458246
251.269841269841;-2339.9423730071
251.318681318681;-2370.71558531468
251.367521367521;-2400.46717485409
251.416361416361;-2395.12140271741
251.465201465201;-2360.03541991442
251.514041514042;-2354.0456740628597
251.562881562882;-2362.62507276796
251.611721611722;-2355.01323794947
251.660561660562;-2352.36753196533
251.709401709402;-2380.39125573776
251.758241758242;-2331.68520717735
251.807081807082;-2340.58511020189
251.855921855922;-2353.81489288948
251.904761904762;-2359.11595436592
251.953601953602;-2336.2876423699
252.002442002442;-2321.1238059122197
252.051282051282;-2331.97485762186
252.100122100122;-2331.4268379351097
252.148962148962;-2350.22611067534
252.197802197802;-2347.95402851494
252.246642246642;-2355.14683106161
252.295482295482;-2367.85290447631
252.344322344322;-2359.81621314274
252.393162393162;-2352.50715510004
252.442002442002;-2351.3181650927
252.490842490842;-2352.2222626533803
252.539682539683;-2356.18950548073
252.588522588523;-2355.93657810719
252.637362637363;-2342.40266041032
252.686202686203;-2333.12475260865
252.735042735043;-2357.21865702991
252.783882783883;-2362.33840701505
252.832722832723;-2369.37975585192
